author_anonymous,package_id,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time
nItEwbCX,2107911,SUBTITLE,VIDEO,STANDARD,en,en,pl,34.6,2023-01-24,2023-01-24,2023-01-27,1
zlMhzMsU,1392459,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.3,2023-01-21,2023-01-24,2023-01-28,1
OErZfWyS,1392456,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,15.3,2023-01-11,2023-01-24,2023-01-25,1
PxkzDkOL,2052046,SUBTITLE,VIDEO,STANDARD,ja,en,de,16.4,2023-01-23,2023-01-24,2023-01-24,1
aPwEDcIn,2096065,SUBTITLE,VIDEO,STANDARD,en,en,ro,31.0,2023-01-23,2023-01-24,2023-01-24,1
PxkzDkOL,2052045,SUBTITLE,VIDEO,STANDARD,ja,en,de,17.0,2023-01-23,2023-01-24,2023-01-24,1
PxkzDkOL,2052048,SUBTITLE,VIDEO,STANDARD,ja,en,de,18.5,2023-01-22,2023-01-24,2023-01-24,1
PxkzDkOL,2052043,SUBTITLE,VIDEO,STANDARD,ja,en,de,16.6,2023-01-22,2023-01-24,2023-01-24,1
PxkzDkOL,2052042,SUBTITLE,VIDEO,STANDARD,ja,en,de,18.0,2023-01-20,2023-01-24,2023-01-24,1
PxkzDkOL,2052047,SUBTITLE,VIDEO,STANDARD,ja,en,de,17.1,2023-01-20,2023-01-24,2023-01-24,1
PxkzDkOL,2052044,SUBTITLE,VIDEO,STANDARD,ja,en,de,17.8,2023-01-20,2023-01-24,2023-01-24,1
gpGfSHCP,1392456,SUBTITLE,VIDEO,STANDARD,ja,en,fil,15.3,2023-01-25,2023-01-25,2023-01-28,1
ARbECEWC,2096067,SUBTITLE,VIDEO,STANDARD,en,en,it,25.6,2023-01-24,2023-01-25,2023-01-26,1
YTtxkiOA,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,fil,33.2,2023-01-23,2023-01-25,2023-01-27,1
zlMhzMsU,1392455,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.3,2023-01-22,2023-01-25,2023-01-28,1
gpGfSHCP,2124773,SUBTITLE,VIDEO,STANDARD,en,en,fil,23.8,2023-01-24,2023-01-25,2023-01-31,1
dNvmerab,2107927,SUBTITLE,VIDEO,STANDARD,en,en,ko,35.5,2023-01-19,2023-01-25,2023-01-25,1
aPwEDcIn,2096067,SUBTITLE,VIDEO,STANDARD,en,en,ro,25.6,2023-01-25,2023-01-25,2023-01-26,1
IVvLUKNn,2096065,SUBTITLE,VIDEO,STANDARD,en,en,cs,31.0,2023-01-23,2023-01-25,2023-01-26,1
wpXCCDFZ,2096067,SUBTITLE,VIDEO,STANDARD,en,en,hr,25.6,2023-01-23,2023-01-25,2023-01-26,1
hJrqqQYH,2061605,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,10.4,2023-01-22,2023-01-25,2023-01-30,1
uEoXeLHS,2114016,SUBTITLE,VIDEO,STANDARD,es,en,cs,35.9,2023-01-23,2023-01-25,2023-01-26,1
KLjyMfXP,2073175,CLOSED_CAPTIONING,VIDEO,STANDARD,it,it,it,44.9,2022-12-27,2023-01-25,2023-01-25,1
LsKhZFFt,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,fi,45.3,2023-01-23,2023-01-25,2023-01-27,1
hJrqqQYH,2061588,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,12.6,2023-01-22,2023-01-25,2023-01-27,1
SHPXbNDL,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,ko,33.2,2023-01-19,2023-01-25,2023-01-27,1
sSkVUcgL,2135130,SUBTITLE,VIDEO,STANDARD,ko,en,pt-BR,51.8,2023-01-17,2023-01-25,2023-01-26,1
AdfPeukL,2096067,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,25.6,2023-01-18,2023-01-25,2023-01-26,1
eSgINOPj,2124566,SUBTITLE,VIDEO,STANDARD,fr,en,fi,88.3,2023-01-15,2023-01-25,2023-01-27,1
xcGfOVqI,2097636,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,43.9,2023-01-23,2023-01-25,2023-01-26,1
jAfMUuOW,2118199,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,37.3,2023-01-19,2023-01-25,2023-01-26,1
kJlWkbgZ,2029460,SUBTITLE,VIDEO,STANDARD,en,en,uk,45.0,2023-01-24,2023-01-25,2023-01-31,1
qguDhweS,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.2,2023-01-17,2023-01-25,2023-01-27,1
HcKrEoFd,1940507,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.7,2023-01-19,2023-01-25,2023-01-31,1
WdqKyPCi,2115996,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,41.6,2023-01-21,2023-01-25,2023-02-04,1
AiKbhmEl,2119758,SUBTITLE,VIDEO,STANDARD,en,en,ru,92.1,2022-12-20,2023-01-25,2023-01-27,1
HcKrEoFd,1940513,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,16.2,2023-01-25,2023-01-25,2023-01-31,1
OZjhMWyp,2135121,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,42.3,2023-01-22,2023-01-25,2023-01-26,1
GfbGkaBW,2105915,SUBTITLE,VIDEO,STANDARD,en,en,cs,40.3,2023-01-17,2023-01-25,2023-01-25,1
GKmotSZg,2112383,SUBTITLE,VIDEO,STANDARD,en,en,de,31.7,2023-01-17,2023-01-25,2023-01-25,1
JvxbzeQN,2094523,SUBTITLE,VIDEO,STANDARD,ja,en,th,33.5,2023-01-12,2023-01-25,2023-02-01,1
GfbGkaBW,2105909,SUBTITLE,VIDEO,STANDARD,en,en,cs,41.5,2023-01-21,2023-01-25,2023-01-25,1
qppurxmQ,2098145,SUBTITLE,VIDEO,STANDARD,en,en,uk,54.9,2023-01-18,2023-01-25,2023-01-30,1
utzVaIUH,2107927,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,35.5,2023-01-24,2023-01-25,2023-01-25,1
txcQyuUP,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.2,2023-01-22,2023-01-25,2023-01-27,1
TgSiOLoP,2096067,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.6,2023-01-21,2023-01-25,2023-01-26,1
glNgaLlb,2097622,SUBTITLE,VIDEO,STANDARD,en,en,ko,44.4,2023-01-20,2023-01-25,2023-01-26,1
gFmRQHMG,2096067,SUBTITLE,VIDEO,STANDARD,en,en,hu,25.6,2023-01-24,2023-01-25,2023-01-26,1
hJrqqQYH,2061603,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,11.8,2023-01-21,2023-01-25,2023-01-26,1
hknphKFV,2096067,SUBTITLE,VIDEO,STANDARD,en,en,ms,25.6,2023-01-24,2023-01-25,2023-01-26,1
dOKZOfsD,2048524,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,27.9,2023-01-23,2023-01-25,2023-01-26,1
hknphKFV,2124566,SUBTITLE,VIDEO,STANDARD,fr,en,ms,88.3,2023-01-02,2023-01-25,2023-01-25,1
yNGtTaDf,2061608,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,pt-BR,pt-BR,11.6,2023-01-26,2023-01-26,2023-01-26,1
OMVTdGEt,2082432,SUBTITLE,VIDEO,STANDARD,en,en,sv,54.1,2023-01-21,2023-01-26,2023-01-26,1
SHPXbNDL,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,ko,33.2,2023-01-21,2023-01-26,2023-01-31,1
yNGtTaDf,2061589,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,pt-BR,pt-BR,11.7,2023-01-25,2023-01-26,2023-01-26,1
JvxbzeQN,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,th,33.2,2023-01-13,2023-01-26,2023-02-01,1
JvrkbvKA,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,nl,45.3,2023-01-23,2023-01-26,2023-01-27,1
BOYzMCiQ,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,ru,33.2,2023-01-24,2023-01-26,2023-01-27,1
JvxbzeQN,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,th,33.2,2023-01-14,2023-01-26,2023-02-01,1
KLjyMfXP,2073178,CLOSED_CAPTIONING,VIDEO,STANDARD,it,it,it,49.9,2023-01-10,2023-01-26,2023-01-26,1
gnQQVXJF,2135124,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,ko,ko,39.3,2023-01-21,2023-01-26,2023-01-27,1
LeinCivl,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,cs,45.3,2023-01-25,2023-01-26,2023-01-27,1
HKHqeEnW,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,fil,45.3,2023-01-24,2023-01-26,2023-01-27,1
OsbxBWsm,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,pl,45.3,2023-01-23,2023-01-26,2023-01-27,1
HgwdwfKB,2111063,SUBTITLE,VIDEO,STANDARD,pt-BR,en,ro,32.6,2023-01-24,2023-01-26,2023-01-26,1
xiBdfMIT,2105920,SUBTITLE,VIDEO,STANDARD,en,en,sv,42.0,2023-01-10,2023-01-26,2023-01-26,1
IUbMxeZw,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.2,2023-01-23,2023-01-26,2023-01-27,1
yNGtTaDf,2096067,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,25.6,2023-01-17,2023-01-26,2023-01-26,1
xiBdfMIT,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,sv,33.2,2023-01-26,2023-01-26,2023-01-27,1
OMVTdGEt,2082430,SUBTITLE,VIDEO,STANDARD,en,en,sv,52.9,2023-01-21,2023-01-26,2023-01-26,1
GfbGkaBW,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.2,2023-01-25,2023-01-26,2023-01-27,1
nVKzXxfx,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,uk,45.3,2023-01-23,2023-01-26,2023-01-27,1
MsPBQEUl,2048336,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,47.2,2023-01-23,2023-01-26,2023-01-26,1
bEihoqpm,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.2,2023-01-25,2023-01-26,2023-01-27,1
gpGfSHCP,1392454,SUBTITLE,VIDEO,STANDARD,ja,en,fil,18.1,2023-01-26,2023-01-26,2023-01-28,1
YTtxkiOA,2048336,SUBTITLE,VIDEO,STANDARD,en,en,fil,47.2,2023-01-21,2023-01-26,2023-01-27,1
gpGfSHCP,2124768,SUBTITLE,VIDEO,STANDARD,en,en,fil,24.4,2023-01-25,2023-01-26,2023-01-31,1
OErZfWyS,1392454,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,18.1,2023-01-11,2023-01-26,2023-01-26,1
PxjkBvjn,2120867,SUBTITLE,VIDEO,STANDARD,en,en,uk,42.2,2023-01-24,2023-01-26,2023-02-01,1
hJrqqQYH,2061620,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,11.5,2023-01-22,2023-01-26,2023-02-01,1
hJrqqQYH,2061585,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,13.0,2023-01-22,2023-01-26,2023-02-02,1
XyHtoYNg,2124566,SUBTITLE,VIDEO,STANDARD,fr,en,de,88.3,2023-01-02,2023-01-26,2023-01-28,1
qtZexWHA,2096067,SUBTITLE,VIDEO,STANDARD,en,en,nb,25.6,2023-01-20,2023-01-26,2023-01-26,1
qtZexWHA,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,nb,45.3,2023-01-23,2023-01-26,2023-01-27,1
njDJmclQ,2120873,SUBTITLE,VIDEO,STANDARD,en,en,ru,47.5,2023-01-10,2023-01-26,2023-01-26,1
ARbECEWC,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,it,45.3,2023-01-25,2023-01-26,2023-01-27,1
DUuoCGoM,2094565,SUBTITLE,VIDEO,STANDARD,ko,en,zh-Hans,52.2,2023-01-21,2023-01-26,2023-01-27,1
pvSCHQoU,2135124,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,39.3,2023-01-21,2023-01-26,2023-01-27,1
TBFSBpEH,2096067,SUBTITLE,VIDEO,STANDARD,en,en,ko,25.6,2023-01-24,2023-01-26,2023-01-26,1
AeDhGgdZ,2009939,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,ko,en,57.0,2023-01-22,2023-01-26,2023-01-27,1
oXKSBqOu,2134523,SUBTITLE,VIDEO,STANDARD,en,en,hr,22.1,2023-01-25,2023-01-26,2023-01-26,1
LgPgBGdp,1693002,SUBTITLE,VIDEO,STANDARD,en,en,fil,43.3,2023-01-18,2023-01-26,2023-01-28,1
eSgINOPj,2096067,SUBTITLE,VIDEO,STANDARD,en,en,fi,25.6,2023-01-15,2023-01-26,2023-01-26,1
lCBTeeqW,1499452,SUBTITLE,VIDEO,STANDARD,ja,en,fil,15.1,2023-01-17,2023-01-26,2023-01-28,1
hAwJZYfz,2112386,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,29.4,2023-01-24,2023-01-26,2023-01-30,1
oXKSBqOu,2134547,SUBTITLE,VIDEO,STANDARD,en,en,hr,22.1,2023-01-24,2023-01-26,2023-01-26,1
PXaUFTYh,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,de,45.3,2023-01-23,2023-01-26,2023-01-27,1
MPWuKEeC,2112387,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,35.4,2023-01-24,2023-01-26,2023-01-26,1
lCBTeeqW,1499453,SUBTITLE,VIDEO,STANDARD,ja,en,fil,14.9,2023-01-26,2023-01-26,2023-01-28,1
sSkVUcgL,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,pt-BR,45.3,2023-01-24,2023-01-26,2023-01-27,1
lCBTeeqW,1499399,SUBTITLE,VIDEO,STANDARD,ja,en,fil,15.1,2023-01-26,2023-01-26,2023-01-28,1
hknphKFV,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,ms,33.2,2023-01-25,2023-01-26,2023-01-27,1
MPWuKEeC,2112386,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,29.4,2023-01-26,2023-01-26,2023-01-26,1
BBuFMuon,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,en,45.3,2023-01-23,2023-01-26,2023-01-27,1
dGAyZGSK,2142925,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,59.5,2023-01-20,2023-01-26,2023-01-26,1
paKJyytC,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,es,45.3,2023-01-23,2023-01-26,2023-01-27,1
PXaUFTYh,2096061,SUBTITLE,VIDEO,STANDARD,en,en,de,27.6,2023-01-25,2023-01-27,2023-03-09,1
lCBTeeqW,1499395,SUBTITLE,VIDEO,STANDARD,ja,en,fil,15.1,2023-01-26,2023-01-27,2023-01-28,1
BBuFMuon,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.2,2023-01-17,2023-01-27,2023-01-31,1
HUSdPymP,2072267,SUBTITLE,VIDEO,STANDARD,en,en,ko,14.7,2023-01-26,2023-01-27,2023-01-27,1
cAFqECkn,2072267,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,14.7,2023-01-27,2023-01-27,2023-01-27,1
qtZexWHA,2112874,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2022-12-28,2023-01-27,2023-01-28,1
bEihoqpm,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,ro,45.3,2023-01-26,2023-01-27,2023-01-27,1
qtZexWHA,2112877,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2022-12-28,2023-01-27,2023-01-28,1
TgSiOLoP,2096063,SUBTITLE,VIDEO,STANDARD,en,en,pl,30.9,2023-01-24,2023-01-27,2023-01-30,1
qtZexWHA,2112863,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2022-12-28,2023-01-27,2023-01-28,1
qtZexWHA,2112859,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2022-12-28,2023-01-27,2023-01-28,1
qtZexWHA,2112866,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2022-12-28,2023-01-27,2023-01-28,1
yNGtTaDf,2061603,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,pt-BR,pt-BR,11.8,2023-01-27,2023-01-27,2023-01-27,1
OMVTdGEt,2096067,SUBTITLE,VIDEO,STANDARD,en,en,sv,25.6,2023-01-25,2023-01-27,2023-01-28,1
KRfKyHYR,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,uk,33.2,2023-01-26,2023-01-27,2023-01-27,1
utzVaIUH,2107911,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,34.6,2023-01-25,2023-01-27,2023-01-27,1
OMVTdGEt,2135114,SUBTITLE,VIDEO,STANDARD,ko,en,sv,45.3,2023-01-26,2023-01-27,2023-01-27,1
IVvLUKNn,2096067,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.6,2023-01-26,2023-01-27,2023-01-28,1
zlMhzMsU,1392460,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.3,2023-01-25,2023-01-27,2023-01-28,1
qtZexWHA,2085533,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2023-01-07,2023-01-27,2023-01-28,1
zlMhzMsU,1392456,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.3,2023-01-26,2023-01-27,2023-01-28,1
zlMhzMsU,1392452,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.3,2023-01-24,2023-01-27,2023-01-28,1
qtZexWHA,2085510,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2023-01-07,2023-01-27,2023-01-28,1
xGKmlmID,2072267,SUBTITLE,VIDEO,STANDARD,en,en,ms,14.7,2023-01-27,2023-01-27,2023-01-27,1
qtZexWHA,2085523,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2023-01-07,2023-01-27,2023-01-28,1
xcGfOVqI,2111072,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,en,en,32.2,2023-01-23,2023-01-27,2023-01-27,1
qtZexWHA,2085506,SUBTITLE,VIDEO,STANDARD,en,en,nb,13.3,2023-01-10,2023-01-27,2023-01-28,1
xcGfOVqI,2111052,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,en,en,34.7,2023-01-27,2023-01-27,2023-01-27,1
xcGfOVqI,2111063,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,en,en,32.6,2023-01-26,2023-01-27,2023-01-27,1
cYWwkPaj,2123702,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,en,de,94.8,2023-01-17,2023-01-27,2023-01-27,1
XyHtoYNg,2095588,SUBTITLE,VIDEO,STANDARD,id,en,de,23.3,2023-01-27,2023-01-27,2023-02-16,1
VQGhYaYB,2095619,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,44.7,2023-01-23,2023-01-27,2023-02-09,1
hAwJZYfz,2131395,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,43.7,2023-01-25,2023-01-27,2023-01-31,1
OTGinWin,2136553,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,27.1,2023-01-22,2023-01-27,2023-01-27,1
qtZexWHA,2048336,SUBTITLE,VIDEO,STANDARD,en,en,nb,47.2,2023-01-20,2023-01-27,2023-01-27,1
xcGfOVqI,2097635,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,43.9,2023-01-26,2023-01-27,2023-01-28,1
pvSCHQoU,2048336,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,47.2,2023-01-20,2023-01-27,2023-01-27,1
YXvkqWpy,2072258,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.7,2023-01-25,2023-01-27,2023-02-02,1
qguDhweS,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.2,2023-01-18,2023-01-27,2023-01-31,1
dNvmerab,2107911,SUBTITLE,VIDEO,STANDARD,en,en,ko,34.6,2023-01-22,2023-01-27,2023-01-27,1
YXvkqWpy,2072265,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,22.1,2023-01-26,2023-01-27,2023-02-02,1
RWbbewLb,2124773,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,23.8,2023-01-24,2023-01-27,2023-01-27,1
OTGinWin,2136552,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,25.5,2023-01-26,2023-01-28,2023-01-28,1
YXvkqWpy,2072269,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.7,2023-01-27,2023-01-28,2023-02-02,1
qRkTnNZf,2072267,SUBTITLE,VIDEO,STANDARD,en,en,hu,14.7,2023-01-26,2023-01-28,2023-01-30,1
zlMhzMsU,1392454,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,18.1,2023-01-27,2023-01-28,2023-01-28,1
ZVDveMBf,2098058,SUBTITLE,VIDEO,STANDARD,es,en,hr,36.1,2023-01-24,2023-01-28,2023-02-01,1
bnTwIkHy,2068298,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.7,2022-12-29,2023-01-28,2023-01-28,1
bnTwIkHy,2068308,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.2,2022-12-26,2023-01-28,2023-01-28,1
xiBdfMIT,2105905,SUBTITLE,VIDEO,STANDARD,en,en,sv,42.7,2023-01-10,2023-01-28,2023-01-28,1
bnTwIkHy,2068313,SUBTITLE,VIDEO,STANDARD,en,en,pl,27.0,2023-01-23,2023-01-28,2023-01-31,1
dOKZOfsD,2048509,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,29.1,2023-01-24,2023-01-28,2023-01-28,1
bnTwIkHy,2068316,SUBTITLE,VIDEO,STANDARD,en,en,pl,24.7,2023-01-03,2023-01-28,2023-01-28,1
SHPXbNDL,2131395,SUBTITLE,VIDEO,STANDARD,es,en,ko,43.7,2023-01-25,2023-01-28,2023-01-31,1
bnTwIkHy,2068314,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.9,2022-12-07,2023-01-28,2023-01-28,1
bnTwIkHy,2068305,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.7,2022-12-27,2023-01-28,2023-01-28,1
OMVTdGEt,2082433,SUBTITLE,VIDEO,STANDARD,en,en,sv,54.7,2023-01-26,2023-01-28,2023-01-28,1
WUboVwOs,2135121,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,42.3,2023-01-25,2023-01-28,2023-01-28,1
bnTwIkHy,2068312,SUBTITLE,VIDEO,STANDARD,en,en,pl,26.5,2022-12-23,2023-01-28,2023-01-28,1
JvxbzeQN,2094527,SUBTITLE,VIDEO,STANDARD,ja,en,th,34.7,2023-01-17,2023-01-28,2023-02-01,1
bnTwIkHy,2068309,SUBTITLE,VIDEO,STANDARD,en,en,pl,25.7,2023-01-02,2023-01-28,2023-01-28,1
OsbxBWsm,2135118,SUBTITLE,VIDEO,STANDARD,ko,en,pl,50.2,2023-01-27,2023-01-28,2023-02-02,1
bnTwIkHy,2068306,SUBTITLE,VIDEO,STANDARD,en,en,pl,27.2,2022-12-30,2023-01-28,2023-01-28,1
qtZexWHA,2085511,SUBTITLE,VIDEO,STANDARD,en,en,nb,47.1,2023-01-07,2023-01-28,2023-01-28,1
WfWPPRGQ,2142925,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,ko,ko,59.5,2023-01-24,2023-01-28,2023-01-28,1
ARbECEWC,2096063,SUBTITLE,VIDEO,STANDARD,en,en,it,30.9,2023-01-27,2023-01-29,2023-01-30,1
hAwJZYfz,2112387,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,35.4,2023-01-24,2023-01-29,2023-01-30,1
txcQyuUP,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.2,2023-01-22,2023-01-29,2023-01-31,1
BBuFMuon,2094527,SUBTITLE,VIDEO,STANDARD,ja,en,en,34.7,2023-01-23,2023-01-29,2023-02-02,1
hAwJZYfz,2095088,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,12.8,2023-01-27,2023-01-29,2023-01-30,1
WdqKyPCi,2115993,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,42.0,2023-01-24,2023-01-29,2023-02-04,1
OkTpuMPO,2097184,SUBTITLE,VIDEO,STANDARD,it,en,th,44.9,2023-01-19,2023-01-29,2023-01-31,1
wpXCCDFZ,2096063,SUBTITLE,VIDEO,STANDARD,en,en,hr,30.9,2023-01-25,2023-01-29,2023-01-30,1
OMVTdGEt,2096063,SUBTITLE,VIDEO,STANDARD,en,en,sv,30.9,2023-01-26,2023-01-29,2023-01-30,1
kJlWkbgZ,2029464,SUBTITLE,VIDEO,STANDARD,en,en,uk,44.2,2023-01-25,2023-01-29,2023-01-31,1
IUbMxeZw,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.2,2023-01-26,2023-01-29,2023-01-31,1
ZMnioVxt,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,33.2,2023-01-27,2023-01-29,2023-01-31,1
gFmRQHMG,2096063,SUBTITLE,VIDEO,STANDARD,en,en,hu,30.9,2023-01-26,2023-01-29,2023-01-30,1
kJlWkbgZ,2029452,SUBTITLE,VIDEO,STANDARD,en,en,uk,42.8,2023-01-28,2023-01-29,2023-01-31,1
HcKrEoFd,1940514,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.8,2023-01-25,2023-01-29,2023-01-31,1
OZjhMWyp,2135124,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,39.3,2023-01-25,2023-01-29,2023-02-01,1
AdfPeukL,2096063,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,30.9,2023-01-22,2023-01-29,2023-01-30,1
pZsxbtgD,2095589,SUBTITLE,VIDEO,STANDARD,id,en,hu,21.2,2023-01-22,2023-01-29,2023-02-04,1
ZVDveMBf,2098068,SUBTITLE,VIDEO,STANDARD,es,en,hr,44.5,2023-01-20,2023-01-29,2023-02-06,1
HcKrEoFd,1940505,CLOSED_CAPTIONING,VIDEO,STANDARD,ja,en,en,15.6,2023-01-25,2023-01-29,2023-01-31,1
glNgaLlb,2097635,SUBTITLE,VIDEO,RUSH,en,en,ko,43.9,2023-01-26,2023-01-30,2023-01-31,1
xcGfOVqI,2111065,CLOSED_CAPTIONING,VIDEO,RUSH,pt-BR,en,en,31.8,2023-02-04,2023-02-05,2023-02-06,1
HgwdwfKB,2111065,SUBTITLE,VIDEO,RUSH,pt-BR,en,ro,31.8,2023-02-03,2023-02-06,2023-02-06,1
gxocvqiX,2111066,LANGUAGE_TEMPLATE,VIDEO,RUSH,pt-BR,en,pt-BR,37.7,2023-02-06,2023-02-06,2023-02-06,1
WdqKyPCi,2111066,LANGUAGE_TEMPLATE,VIDEO,RUSH,pt-BR,pt-BR,en,37.7,2023-02-06,2023-02-07,2023-02-07,1
ybKmJYPU,2111065,SUBTITLE,VIDEO,RUSH,pt-BR,en,sv,31.8,2023-02-06,2023-02-08,2023-02-08,1
jscftwJy,2115205,SUBTITLE,VIDEO,STANDARD,it,en,hu,29.5,2023-01-03,2023-01-30,2023-02-01,1
GfbGkaBW,2094531,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.2,2023-01-29,2023-01-30,2023-01-31,1
